iter	RMSE
300	0.04442544906
301	0.04440782489
302	0.04439843974
303	0.04439574641
304	0.04438676259
305	0.04436521061
306	0.0443618618
307	0.04436027714
308	0.04435026392
309	0.04434948713
310	0.04434492995
311	0.04433456632
312	0.04432389166
313	0.04431536086
314	0.04430856211
315	0.04430188059
316	0.0443001586
317	0.04429310604
318	0.04428907511
319	0.04427860202
320	0.04427512923
321	0.04427057056
322	0.04426299301
323	0.0442595055
324	0.04425120489
325	0.0442502722
326	0.04424739812
327	0.04424128599
328	0.0442376129
329	0.04423629043
330	0.04423339811
331	0.04422993981
332	0.0442252012
333	0.04422071884
334	0.0442087151
335	0.04420343126
336	0.04419555252
337	0.04419199841
338	0.04418806826
339	0.04417706789
340	0.04417436139
341	0.04416270271
342	0.04415880523
343	0.04415643741
344	0.0441486709
345	0.04414561736
346	0.04414314499
347	0.04413719454
348	0.04413309749
349	0.04413080022
350	0.04412549543
351	0.04411850322
352	0.04411583026
353	0.04411058248
354	0.04410398756
355	0.04409634897
356	0.04408923138
357	0.04407812084
358	0.0440766572
359	0.0440757419
360	0.04407226749
361	0.04407134691
362	0.04406453787
363	0.04405971302
364	0.04404056112
365	0.04403138444
366	0.04402606962
367	0.04402095594
368	0.04401911592
369	0.04400154691
370	0.04399656706
371	0.04399327263
372	0.04399278592
373	0.04397442256
374	0.04397224031
375	0.04397192008
376	0.04397042484
377	0.04396898702
378	0.04396429746
379	0.04395933873
380	0.04395729944
381	0.04394692141
382	0.04394331113
383	0.04393652556
384	0.04393228364
385	0.04393022598
386	0.04392571195
387	0.0439238571
388	0.04392285341
389	0.04391954059
390	0.04391717688
391	0.04391580854
392	0.04391123123
393	0.04390909529
394	0.04390586175
395	0.04390218724
396	0.04389550106
397	0.04389417796
398	0.0438873412
399	0.04388330143
400	0.04388185697
401	0.0438778356
402	0.04387547218
403	0.04387284421
404	0.04387064893
405	0.04386371099
406	0.04386108227
407	0.0438550601
408	0.04384661375
409	0.04384252271
410	0.0438361562
411	0.04383032249
412	0.04382725785
413	0.04382351065
414	0.0438222029
415	0.04381764333
416	0.04381545357
417	0.04381414835
418	0.04379748132
419	0.04379397216
420	0.04378587497
421	0.04378536945
422	0.04378075108
423	0.04377377999
424	0.04376727498
425	0.04376429665
426	0.04376372468
427	0.04376015097
428	0.04375047205
429	0.0437483775
430	0.04374591714
431	0.04374205949
432	0.04373710894
433	0.0437312286
434	0.04372791493
435	0.04372264648
436	0.04371726666
437	0.0437161795
438	0.04370857459
439	0.04370379343
440	0.04370067683
441	0.04369782528
442	0.04369276481
443	0.04368974401
444	0.04368600571
445	0.04368310738
446	0.04367707507
447	0.04367416957
448	0.04367310314
449	0.0436696604
450	0.04366432592
451	0.04365802243
452	0.0436556292
453	0.04365382113
454	0.04365213165
455	0.04364948319
456	0.04364405403
457	0.04363525248
458	0.0436340616
459	0.04363303276
460	0.04363028787
461	0.04362880375
462	0.04362661992
463	0.04362573021
464	0.04361240334
465	0.04360771508
466	0.04360233819
467	0.04360079371
468	0.04360028514
469	0.04359548928
470	0.04358809
471	0.04357784091
472	0.04357738043
473	0.04356961042
474	0.04356696368
475	0.04356133314
476	0.04355888261
477	0.04354995459
478	0.043548333
479	0.04354675679
480	0.04354342551
481	0.04353892338
482	0.04353656441
483	0.04353557514
484	0.04352753978
485	0.04352442986
486	0.04352261644
487	0.04352068978
488	0.04351610115
489	0.04351376992
490	0.0435126389
491	0.04351052625
492	0.04350289978
493	0.04350081679
494	0.04349726069
495	0.04349611398
496	0.04348192087
497	0.04347792675
498	0.04347509002
499	0.04347389166
500	0.04346095636
501	0.04346072844
502	0.0434538794
503	0.04345274677
504	0.04345164718
505	0.04345065293
506	0.04343942385
507	0.0434390297
508	0.04343420247
509	0.04343234228
510	0.04342636365
511	0.04342369749
512	0.04342055914
513	0.04341755692
514	0.04341501983
515	0.0434114495
516	0.04341106918
517	0.04340796836
518	0.043403892
519	0.04339931732
520	0.04339582522
521	0.04339326786
522	0.04339084509
523	0.04338458101
524	0.04337828982
525	0.04337416129
526	0.04337107244
527	0.0433691151
528	0.04336369546
529	0.04336223816
530	0.04335949299
531	0.04335356822
532	0.04335317275
533	0.0433488723
534	0.04334488746
535	0.04334198232
536	0.04333701513
537	0.04333099026
538	0.04333000674
539	0.04332632523
540	0.04332189721
541	0.04332042421
542	0.04331323331
543	0.04331190456
544	0.04330717884
545	0.04330577539
546	0.04330376522
547	0.04330156342
548	0.0433004973
549	0.04329561521
550	0.04329298362
551	0.04329024869
552	0.04328939259
553	0.04328860203
554	0.04328429154
555	0.04328099744
556	0.04327923278
557	0.0432758736
558	0.04327369596
559	0.04327300606
560	0.04326806173
561	0.0432661436
562	0.04325973093
563	0.0432592413
564	0.04325834212
565	0.04325751613
566	0.04325105907
567	0.04325048262
568	0.04324711518
569	0.04324410466
570	0.04324188429
571	0.04323949959
572	0.04323707183
573	0.04323383195
574	0.04323039278
575	0.04322819777
576	0.04322664083
577	0.04322086138
578	0.04321737549
579	0.04321656313
580	0.04321501262
581	0.04321129629
582	0.043208154
583	0.04320640309
584	0.04320544234
585	0.0432038657
586	0.04320224345
587	0.0431980227
588	0.04319732486
589	0.04318058943
590	0.04316865844
591	0.04316782864
592	0.04316696536
593	0.04316489565
594	0.04316130022
595	0.04316061205
596	0.0431585732
597	0.04315497265
598	0.04315350183
599	0.04315260959
600	0.04314687955
601	0.04313958835
602	0.04313426851
603	0.04312891573
604	0.0431271907
605	0.04312326538
606	0.04312141085
607	0.04311668445
608	0.04310940109
609	0.04310652616
610	0.04310477877
611	0.04310371846
612	0.04309266344
613	0.04308552502
614	0.04308059346
615	0.04307803194
616	0.04307415243
617	0.04307283362
618	0.04306769889
619	0.04306393635
620	0.04306152492
621	0.04306056596
622	0.04305588472
623	0.04305210258
624	0.04304913156
625	0.04304787757
626	0.04304408954
627	0.04304283878
628	0.04304089755
629	0.04303816924
630	0.04303613058
631	0.04303523803
632	0.04303192042
633	0.04302728333
634	0.0430202216
635	0.04301900703
636	0.04301667915
637	0.04301185091
638	0.04300850768
639	0.04300653114
640	0.04300493724
641	0.04300352205
642	0.04300341637
643	0.0430022123
644	0.04300125538
645	0.04299836458
646	0.04299772631
647	0.04299723588
648	0.04299492612
649	0.04299398872
650	0.04298319749
651	0.04298001701
652	0.04297640604
653	0.04297411662
654	0.04297188581
655	0.04296952406
656	0.04296874151
657	0.04296618914
658	0.04296520729
659	0.04295278726
660	0.0429448043
661	0.04294067706
662	0.04294022538
663	0.04293586529
664	0.04293414896
665	0.04293253503
666	0.04292996108
667	0.04292019447
668	0.04291060477
669	0.04290032951
670	0.04289929867
671	0.04289902495
672	0.04289365472
673	0.04289269828
674	0.04288856449
675	0.04288575295
676	0.04288090439
677	0.04287973551
678	0.04287280429
679	0.04287239024
680	0.04287131198
681	0.04287034644
682	0.04286303686
683	0.04286209713
684	0.04286097627
685	0.0428588081
686	0.04284870529
687	0.0428480565
688	0.04284506736
689	0.04284342069
690	0.04283961504
691	0.04283790981
692	0.04283680873
693	0.04283571798
694	0.04283479509
695	0.04283046217
696	0.04282787395
697	0.04281834674
698	0.04281739101
699	0.04281643261
700	0.04281297253
701	0.04281110518
702	0.04280965835
703	0.04280750719
704	0.04280582133
705	0.04280138807
706	0.04279717641
707	0.04279526988
708	0.04279335537
709	0.0427892588
710	0.04278446981
711	0.0427804496
712	0.04277777937
713	0.04276836578
714	0.04276359176
715	0.04275619009
716	0.04275485198
717	0.04275006712
718	0.04274889981
719	0.04274499759
720	0.04274093563
721	0.04273560602
722	0.0427343842
723	0.04273395031
724	0.04273373465
725	0.04273037024
726	0.04272937713
727	0.04272789422
728	0.04272253504
729	0.04272063484
730	0.04271908898
731	0.04271825117
732	0.04271634508
733	0.04271554665
734	0.04271373715
735	0.04271081609
736	0.04270865097
737	0.04270428503
738	0.04270284234
739	0.04270170604
740	0.04269931148
741	0.04269050057
742	0.04268305227
743	0.04268055412
744	0.04267637404
745	0.04267209719
746	0.04266580685
747	0.04265365284
748	0.04265021709
749	0.0426492023
750	0.04264498289
751	0.04264309825
752	0.04264145795
753	0.04263854624
754	0.04263678594
755	0.04263311045
756	0.0426299963
757	0.04262792903
758	0.04262658775
759	0.04262159098
760	0.04261869686
761	0.04261843676
762	0.04260977958
763	0.04260954499
764	0.04260763301
765	0.04260184981
766	0.0425981094
767	0.0425910256
768	0.04258917952
769	0.04258760842
770	0.04258422199
771	0.04257879914
772	0.04257438549
773	0.04257021303
774	0.04256843521
775	0.04256672864
776	0.04256367793
777	0.04255989454
778	0.04255922947
779	0.04255787564
780	0.0425548751
781	0.04255370691
782	0.04254313365
783	0.04254185761
784	0.04253920953
785	0.04253893648
786	0.04253559629
787	0.04253220115
788	0.04252954856
789	0.04252848505
790	0.04252643638
791	0.04252462079
792	0.04252335491
793	0.04251813529
794	0.04251258637
795	0.04250812284
796	0.04250391677
797	0.04250001486
798	0.04249548109
799	0.04248904624
800	0.04247981442
801	0.04247606291
802	0.04247176624
803	0.0424710962
804	0.04247048314
805	0.04246759938
806	0.04246513657
807	0.04246421438
808	0.04246276952
809	0.0424621103
810	0.04246011669
811	0.04245800892
812	0.04245585862
813	0.04245528828
814	0.04245131013
815	0.04244975412
816	0.04244875403
817	0.04244605892
818	0.04243640436
819	0.04242575605
820	0.04242334143
821	0.04242236728
822	0.04242051185
823	0.0424130686
824	0.04240956347
825	0.04240729121
826	0.04240411087
827	0.04239856348
828	0.04239697808
829	0.04239429109
830	0.04239269649
831	0.04239077373
832	0.04238893489
833	0.04238087482
834	0.04237891567
835	0.04237686082
836	0.04237478408
837	0.04237386489
838	0.04237230535
839	0.04236944101
840	0.04236577123
841	0.0423638304
842	0.0423636226
843	0.04236314549
844	0.04236171259
845	0.04236052573
846	0.04235751674
847	0.04235125942
848	0.0423510749
849	0.0423503857
850	0.04234457774
851	0.04234358017
852	0.04233695434
853	0.04233624047
854	0.04233523984
855	0.04233180783
856	0.04233035046
857	0.04232886919
858	0.04232595904
859	0.04232381546
860	0.04231934485
861	0.04231927521
862	0.04231290905
863	0.04231223202
864	0.04231127152
865	0.04230815275
866	0.04230634357
867	0.04230476782
868	0.04229946388
869	0.04229563102
870	0.04229482447
871	0.04229369097
872	0.04229192027
873	0.04228776913
874	0.04228642271
875	0.04228504651
876	0.04228388613
877	0.0422804826
878	0.04227981633
879	0.04227897248
880	0.04227807634
881	0.04227169587
882	0.04226958087
883	0.04226888033
884	0.04226863571
885	0.04226841382
886	0.04226440014
887	0.04226008428
888	0.04225839123
889	0.04225541726
890	0.04225459592
891	0.04224950656
892	0.04224535955
893	0.04224370081
894	0.04224323862
895	0.04223679826
896	0.04223148773
897	0.04223018885
898	0.04222429451
899	0.04222358787
900	0.04222039056
901	0.04221972773
902	0.04221431087
903	0.04220697065
904	0.04219788766
905	0.04219716552
906	0.04219655115
907	0.04219286607
908	0.04219174404
909	0.04218821586
910	0.04218648397
911	0.04218409894
912	0.04218333931
913	0.04217968409
914	0.04217801703
915	0.04217782155
916	0.04217721055
917	0.04217553048
918	0.04217352599
919	0.04217274228
920	0.04217207308
921	0.04216650003
922	0.04216442573
923	0.04216403251
924	0.04216283796
925	0.0421620889
926	0.04215804683
927	0.04215202662
928	0.04214695956
929	0.04214341868
930	0.04214179031
931	0.04213875384
932	0.04213541674
933	0.04213200216
934	0.04213025639
935	0.0421280181
936	0.0421271173
937	0.04212666191
938	0.04212615382
939	0.04212490257
940	0.04212308269
941	0.04212042904
942	0.04211873345
943	0.04211657753
944	0.0421148718
945	0.04211239935
946	0.04210960094
947	0.04210167389
948	0.04209907548
949	0.0420983143
950	0.04209757387
951	0.0420915457
952	0.04208899194
953	0.04207846253
954	0.04207618903
955	0.04207557845
956	0.04207487105
957	0.04207154902
958	0.04206626497
959	0.04206506899
960	0.04206005144
961	0.04205786945
962	0.04205762464
963	0.04205510322
964	0.04204505853
965	0.04203732816
966	0.04203636627
967	0.04203599425
968	0.04202994879
969	0.04202775315
970	0.04202606824
971	0.0420195692
972	0.04200964104
973	0.04200812577
974	0.04200548841
975	0.04200407171
976	0.04200388491
977	0.04200283691
978	0.04200226142
979	0.04199947839
980	0.04199677864
981	0.0419942251
982	0.04199079775
983	0.041988781
984	0.0419877234
985	0.04198687273
986	0.04198262868
987	0.04198213115
988	0.04197771152
989	0.04197663107
990	0.04197637003
991	0.04197615855
992	0.04196999053
993	0.0419660166
994	0.04196531772
995	0.04196303127
996	0.04195731779
997	0.04195573666
998	0.04195309119
999	0.0419520799
